experiment_id,experiment_name,user_id,account_id,assigned_at,variant
exp_acct_00000007,onboarding_ai_tooltip,usr_00000112,acct_00000007,2025-02-23 18:07:46,control
exp_acct_00000007,onboarding_ai_tooltip,usr_00000113,acct_00000007,2025-03-01 10:50:59,variant_b
exp_acct_00000007,onboarding_ai_tooltip,usr_00000114,acct_00000007,2025-02-25 12:00:18,variant_b
exp_acct_00000007,onboarding_ai_tooltip,usr_00000115,acct_00000007,2025-03-08 13:08:53,control
exp_acct_00000007,onboarding_ai_tooltip,usr_00000116,acct_00000007,2025-02-13 13:40:58,variant_b
exp_acct_00000007,onboarding_ai_tooltip,usr_00000117,acct_00000007,2025-02-28 15:47:29,control
exp_acct_00000007,onboarding_ai_tooltip,usr_00000118,acct_00000007,2025-02-28 18:41:15,variant_b
exp_acct_00000007,onboarding_ai_tooltip,usr_00000119,acct_00000007,2025-03-01 18:36:01,control
exp_acct_00000007,onboarding_ai_tooltip,usr_00000120,acct_00000007,2025-03-01 10:49:40,variant_b
exp_acct_00000007,onboarding_ai_tooltip,usr_00000121,acct_00000007,2025-02-21 17:44:44,control
exp_acct_00000007,onboarding_ai_tooltip,usr_00000122,acct_00000007,2025-03-04 18:53:33,variant_b
exp_acct_00000007,onboarding_ai_tooltip,usr_00000123,acct_00000007,2025-02-24 11:44:23,variant_b
exp_acct_00000007,onboarding_ai_tooltip,usr_00000124,acct_00000007,2025-03-07 10:19:08,variant_b
exp_acct_00000007,onboarding_ai_tooltip,usr_00000125,acct_00000007,2025-03-03 07:30:07,control
exp_acct_00000007,onboarding_ai_tooltip,usr_00000126,acct_00000007,2025-03-03 12:22:10,variant_b
exp_acct_00000007,onboarding_ai_tooltip,usr_00000127,acct_00000007,2025-02-18 19:34:00,variant_b
exp_acct_00000007,onboarding_ai_tooltip,usr_00000128,acct_00000007,2025-03-01 10:26:07,variant_b
exp_acct_00000007,onboarding_ai_tooltip,usr_00000129,acct_00000007,2025-02-20 15:26:18,variant_b
exp_acct_00000007,onboarding_ai_tooltip,usr_00000130,acct_00000007,2025-02-17 13:25:44,variant_b
exp_acct_00000007,onboarding_ai_tooltip,usr_00000131,acct_00000007,2025-03-09 19:51:41,variant_b
exp_acct_00000007,onboarding_ai_tooltip,usr_00000132,acct_00000007,2025-02-28 10:40:08,control
exp_acct_00000007,onboarding_ai_tooltip,usr_00000133,acct_00000007,2025-03-09 15:49:31,control
exp_acct_00000007,onboarding_ai_tooltip,usr_00000134,acct_00000007,2025-02-27 07:02:11,variant_b
exp_acct_00000007,onboarding_ai_tooltip,usr_00000135,acct_00000007,2025-02-28 15:54:10,variant_b
exp_acct_00000008,onboarding_ai_tooltip,usr_00000136,acct_00000008,2025-02-08 13:22:22,control
exp_acct_00000008,onboarding_ai_tooltip,usr_00000137,acct_00000008,2025-02-19 17:55:27,variant_b
exp_acct_00000008,onboarding_ai_tooltip,usr_00000138,acct_00000008,2025-03-02 14:06:44,variant_b
exp_acct_00000008,onboarding_ai_tooltip,usr_00000139,acct_00000008,2025-02-22 10:18:16,control
exp_acct_00000008,onboarding_ai_tooltip,usr_00000140,acct_00000008,2025-02-18 10:22:50,control
exp_acct_00000008,onboarding_ai_tooltip,usr_00000141,acct_00000008,2025-02-23 14:13:42,variant_b
exp_acct_00000008,onboarding_ai_tooltip,usr_00000142,acct_00000008,2025-02-21 10:23:29,control
exp_acct_00000008,onboarding_ai_tooltip,usr_00000143,acct_00000008,2025-02-14 17:10:16,control
exp_acct_00000008,onboarding_ai_tooltip,usr_00000144,acct_00000008,2025-02-18 17:57:02,variant_b
exp_acct_00000008,onboarding_ai_tooltip,usr_00000145,acct_00000008,2025-02-05 07:55:57,variant_b
exp_acct_00000008,onboarding_ai_tooltip,usr_00000146,acct_00000008,2025-02-26 16:49:59,variant_b
exp_acct_00000008,onboarding_ai_tooltip,usr_00000147,acct_00000008,2025-02-11 09:06:11,variant_b
exp_acct_00000008,onboarding_ai_tooltip,usr_00000148,acct_00000008,2025-02-16 14:45:23,variant_b
exp_acct_00000008,onboarding_ai_tooltip,usr_00000149,acct_00000008,2025-02-13 15:24:19,variant_b
exp_acct_00000008,onboarding_ai_tooltip,usr_00000150,acct_00000008,2025-02-07 19:15:19,variant_b
exp_acct_00000008,onboarding_ai_tooltip,usr_00000151,acct_00000008,2025-02-13 08:52:49,variant_b
exp_acct_00000008,onboarding_ai_tooltip,usr_00000152,acct_00000008,2025-02-07 12:26:38,variant_b
exp_acct_00000008,onboarding_ai_tooltip,usr_00000153,acct_00000008,2025-02-05 13:12:40,control
exp_acct_00000008,onboarding_ai_tooltip,usr_00000154,acct_00000008,2025-02-15 14:30:55,variant_b
exp_acct_00000008,onboarding_ai_tooltip,usr_00000155,acct_00000008,2025-02-05 07:59:35,variant_b
exp_acct_00000008,onboarding_ai_tooltip,usr_00000156,acct_00000008,2025-02-18 19:58:59,variant_b
exp_acct_00000008,onboarding_ai_tooltip,usr_00000157,acct_00000008,2025-02-26 10:26:11,control
exp_acct_00000008,onboarding_ai_tooltip,usr_00000158,acct_00000008,2025-02-05 14:08:55,variant_b
exp_acct_00000008,onboarding_ai_tooltip,usr_00000159,acct_00000008,2025-02-05 11:32:39,control
exp_acct_00000009,onboarding_ai_tooltip,usr_00000160,acct_00000009,2025-02-10 11:07:20,variant_b
exp_acct_00000009,onboarding_ai_tooltip,usr_00000161,acct_00000009,2025-02-16 13:57:10,control
exp_acct_00000009,onboarding_ai_tooltip,usr_00000162,acct_00000009,2025-02-12 09:03:14,control
exp_acct_00000009,onboarding_ai_tooltip,usr_00000163,acct_00000009,2025-02-09 18:55:09,control
exp_acct_00000009,onboarding_ai_tooltip,usr_00000164,acct_00000009,2025-03-02 14:43:06,variant_b
exp_acct_00000009,onboarding_ai_tooltip,usr_00000165,acct_00000009,2025-02-20 17:17:38,variant_b
exp_acct_00000009,onboarding_ai_tooltip,usr_00000166,acct_00000009,2025-02-18 08:25:16,control
exp_acct_00000009,onboarding_ai_tooltip,usr_00000167,acct_00000009,2025-02-15 14:51:27,variant_b
exp_acct_00000009,onboarding_ai_tooltip,usr_00000168,acct_00000009,2025-02-08 19:27:51,control
exp_acct_00000009,onboarding_ai_tooltip,usr_00000169,acct_00000009,2025-02-15 14:27:05,control
exp_acct_00000010,onboarding_ai_tooltip,usr_00000170,acct_00000010,2025-02-06 15:04:58,control
exp_acct_00000010,onboarding_ai_tooltip,usr_00000171,acct_00000010,2025-02-18 18:19:20,variant_b
exp_acct_00000010,onboarding_ai_tooltip,usr_00000172,acct_00000010,2025-02-18 15:01:00,control
exp_acct_00000010,onboarding_ai_tooltip,usr_00000173,acct_00000010,2025-02-27 17:44:43,control
exp_acct_00000010,onboarding_ai_tooltip,usr_00000174,acct_00000010,2025-02-25 19:34:12,control
exp_acct_00000010,onboarding_ai_tooltip,usr_00000175,acct_00000010,2025-02-12 10:18:36,control
exp_acct_00000010,onboarding_ai_tooltip,usr_00000176,acct_00000010,2025-02-28 16:38:46,control
exp_acct_00000010,onboarding_ai_tooltip,usr_00000177,acct_00000010,2025-02-27 07:33:01,variant_b
exp_acct_00000010,onboarding_ai_tooltip,usr_00000178,acct_00000010,2025-02-12 16:58:43,variant_b
exp_acct_00000010,onboarding_ai_tooltip,usr_00000179,acct_00000010,2025-02-20 19:54:10,variant_b
exp_acct_00000010,onboarding_ai_tooltip,usr_00000180,acct_00000010,2025-02-16 11:22:43,control
exp_acct_00000010,onboarding_ai_tooltip,usr_00000181,acct_00000010,2025-02-22 11:57:09,control
exp_acct_00000010,onboarding_ai_tooltip,usr_00000182,acct_00000010,2025-03-02 16:39:50,variant_b
exp_acct_00000011,onboarding_ai_tooltip,usr_00000183,acct_00000011,2025-01-27 08:09:41,control
exp_acct_00000011,onboarding_ai_tooltip,usr_00000184,acct_00000011,2025-01-20 09:05:17,variant_b
exp_acct_00000011,onboarding_ai_tooltip,usr_00000185,acct_00000011,2025-01-20 19:43:23,variant_b
exp_acct_00000011,onboarding_ai_tooltip,usr_00000186,acct_00000011,2025-01-05 17:45:51,control
exp_acct_00000011,onboarding_ai_tooltip,usr_00000187,acct_00000011,2025-01-04 11:57:33,variant_b
exp_acct_00000011,onboarding_ai_tooltip,usr_00000188,acct_00000011,2025-01-26 12:56:51,control
exp_acct_00000011,onboarding_ai_tooltip,usr_00000189,acct_00000011,2025-01-29 15:37:16,variant_b
exp_acct_00000011,onboarding_ai_tooltip,usr_00000190,acct_00000011,2025-01-13 16:47:00,variant_b
exp_acct_00000011,onboarding_ai_tooltip,usr_00000191,acct_00000011,2025-01-13 11:42:50,control
exp_acct_00000011,onboarding_ai_tooltip,usr_00000192,acct_00000011,2025-01-26 13:53:26,control
exp_acct_00000011,onboarding_ai_tooltip,usr_00000193,acct_00000011,2025-01-26 14:46:26,variant_b
exp_acct_00000012,onboarding_ai_tooltip,usr_00000194,acct_00000012,2025-01-30 08:07:23,control
exp_acct_00000012,onboarding_ai_tooltip,usr_00000195,acct_00000012,2025-01-21 19:37:26,control
exp_acct_00000012,onboarding_ai_tooltip,usr_00000196,acct_00000012,2025-02-01 16:19:36,variant_b
exp_acct_00000012,onboarding_ai_tooltip,usr_00000197,acct_00000012,2025-02-09 12:05:51,variant_b
exp_acct_00000012,onboarding_ai_tooltip,usr_00000198,acct_00000012,2025-02-08 07:36:40,control
exp_acct_00000012,onboarding_ai_tooltip,usr_00000199,acct_00000012,2025-01-17 08:42:59,control
exp_acct_00000012,onboarding_ai_tooltip,usr_00000200,acct_00000012,2025-02-11 15:38:20,control
exp_acct_00000012,onboarding_ai_tooltip,usr_00000201,acct_00000012,2025-01-30 17:10:03,control
exp_acct_00000012,onboarding_ai_tooltip,usr_00000202,acct_00000012,2025-01-24 19:38:37,variant_b
exp_acct_00000012,onboarding_ai_tooltip,usr_00000203,acct_00000012,2025-02-10 15:41:50,variant_b
exp_acct_00000012,onboarding_ai_tooltip,usr_00000204,acct_00000012,2025-02-03 14:02:00,variant_b
exp_acct_00000012,onboarding_ai_tooltip,usr_00000205,acct_00000012,2025-01-26 07:10:47,variant_b
exp_acct_00000012,onboarding_ai_tooltip,usr_00000206,acct_00000012,2025-01-23 16:32:51,control
exp_acct_00000013,onboarding_ai_tooltip,usr_00000207,acct_00000013,2025-01-27 12:01:58,control
exp_acct_00000013,onboarding_ai_tooltip,usr_00000208,acct_00000013,2025-02-01 13:34:05,control
exp_acct_00000013,onboarding_ai_tooltip,usr_00000209,acct_00000013,2025-01-20 16:22:24,control
exp_acct_00000013,onboarding_ai_tooltip,usr_00000210,acct_00000013,2025-01-10 16:40:19,variant_b
exp_acct_00000013,onboarding_ai_tooltip,usr_00000211,acct_00000013,2025-01-16 16:32:31,variant_b
exp_acct_00000013,onboarding_ai_tooltip,usr_00000212,acct_00000013,2025-01-14 17:01:44,variant_b
exp_acct_00000013,onboarding_ai_tooltip,usr_00000213,acct_00000013,2025-01-29 15:29:31,control
exp_acct_00000013,onboarding_ai_tooltip,usr_00000214,acct_00000013,2025-01-21 08:58:15,variant_b
exp_acct_00000013,onboarding_ai_tooltip,usr_00000215,acct_00000013,2025-01-23 10:21:53,variant_b
exp_acct_00000013,onboarding_ai_tooltip,usr_00000216,acct_00000013,2025-01-09 13:20:56,variant_b
exp_acct_00000013,onboarding_ai_tooltip,usr_00000217,acct_00000013,2025-01-20 14:50:27,variant_b
exp_acct_00000013,onboarding_ai_tooltip,usr_00000218,acct_00000013,2025-01-26 09:40:32,control
exp_acct_00000013,onboarding_ai_tooltip,usr_00000219,acct_00000013,2025-01-23 11:38:21,variant_b
exp_acct_00000013,onboarding_ai_tooltip,usr_00000220,acct_00000013,2025-01-14 17:58:12,variant_b
exp_acct_00000013,onboarding_ai_tooltip,usr_00000221,acct_00000013,2025-01-27 11:26:21,control
exp_acct_00000013,onboarding_ai_tooltip,usr_00000222,acct_00000013,2025-01-23 18:49:52,control
exp_acct_00000013,onboarding_ai_tooltip,usr_00000223,acct_00000013,2025-01-22 10:40:37,control
exp_acct_00000013,onboarding_ai_tooltip,usr_00000224,acct_00000013,2025-01-15 09:12:01,variant_b
exp_acct_00000013,onboarding_ai_tooltip,usr_00000225,acct_00000013,2025-01-27 13:56:45,variant_b
exp_acct_00000013,onboarding_ai_tooltip,usr_00000226,acct_00000013,2025-01-25 11:50:09,variant_b
exp_acct_00000013,onboarding_ai_tooltip,usr_00000227,acct_00000013,2025-01-31 08:50:30,control
exp_acct_00000013,onboarding_ai_tooltip,usr_00000228,acct_00000013,2025-01-22 09:20:45,control
exp_acct_00000013,onboarding_ai_tooltip,usr_00000229,acct_00000013,2025-01-20 10:19:27,control
exp_acct_00000013,onboarding_ai_tooltip,usr_00000230,acct_00000013,2025-01-22 14:27:26,control
exp_acct_00000013,onboarding_ai_tooltip,usr_00000231,acct_00000013,2025-01-15 08:07:04,variant_b
exp_acct_00000013,onboarding_ai_tooltip,usr_00000232,acct_00000013,2025-01-16 07:49:19,variant_b
exp_acct_00000014,onboarding_ai_tooltip,usr_00000233,acct_00000014,2025-01-19 10:14:46,variant_b
exp_acct_00000014,onboarding_ai_tooltip,usr_00000234,acct_00000014,2025-01-13 14:28:54,control
exp_acct_00000014,onboarding_ai_tooltip,usr_00000235,acct_00000014,2025-01-31 19:44:34,control
exp_acct_00000014,onboarding_ai_tooltip,usr_00000236,acct_00000014,2025-01-19 10:25:04,variant_b
exp_acct_00000014,onboarding_ai_tooltip,usr_00000237,acct_00000014,2025-01-13 08:58:24,control
exp_acct_00000014,onboarding_ai_tooltip,usr_00000238,acct_00000014,2025-01-19 10:08:55,control
exp_acct_00000014,onboarding_ai_tooltip,usr_00000239,acct_00000014,2025-01-26 19:15:33,control
exp_acct_00000014,onboarding_ai_tooltip,usr_00000240,acct_00000014,2025-01-14 09:57:39,control
exp_acct_00000014,onboarding_ai_tooltip,usr_00000241,acct_00000014,2025-01-29 18:46:57,variant_b
exp_acct_00000014,onboarding_ai_tooltip,usr_00000242,acct_00000014,2025-01-09 17:44:43,variant_b
exp_acct_00000014,onboarding_ai_tooltip,usr_00000243,acct_00000014,2025-01-09 08:35:42,variant_b
exp_acct_00000014,onboarding_ai_tooltip,usr_00000244,acct_00000014,2025-01-09 17:48:00,control
exp_acct_00000014,onboarding_ai_tooltip,usr_00000245,acct_00000014,2025-01-19 18:19:28,variant_b
exp_acct_00000014,onboarding_ai_tooltip,usr_00000246,acct_00000014,2025-01-07 13:01:00,control
exp_acct_00000014,onboarding_ai_tooltip,usr_00000247,acct_00000014,2025-01-30 09:02:26,variant_b
exp_acct_00000014,onboarding_ai_tooltip,usr_00000248,acct_00000014,2025-01-07 13:41:20,variant_b
exp_acct_00000014,onboarding_ai_tooltip,usr_00000249,acct_00000014,2025-01-29 15:50:59,variant_b
exp_acct_00000015,onboarding_ai_tooltip,usr_00000250,acct_00000015,2025-02-08 17:48:56,control
exp_acct_00000015,onboarding_ai_tooltip,usr_00000251,acct_00000015,2025-02-10 07:39:48,variant_b
exp_acct_00000015,onboarding_ai_tooltip,usr_00000252,acct_00000015,2025-02-26 12:08:17,variant_b
exp_acct_00000015,onboarding_ai_tooltip,usr_00000253,acct_00000015,2025-02-24 18:46:14,control
exp_acct_00000015,onboarding_ai_tooltip,usr_00000254,acct_00000015,2025-02-05 09:37:35,control
exp_acct_00000015,onboarding_ai_tooltip,usr_00000255,acct_00000015,2025-02-16 09:38:15,control
exp_acct_00000015,onboarding_ai_tooltip,usr_00000256,acct_00000015,2025-02-15 13:10:30,variant_b
exp_acct_00000015,onboarding_ai_tooltip,usr_00000257,acct_00000015,2025-02-22 15:09:35,control
exp_acct_00000015,onboarding_ai_tooltip,usr_00000258,acct_00000015,2025-02-18 13:59:26,control
exp_acct_00000015,onboarding_ai_tooltip,usr_00000259,acct_00000015,2025-02-15 16:10:12,variant_b
exp_acct_00000015,onboarding_ai_tooltip,usr_00000260,acct_00000015,2025-02-26 10:15:30,variant_b
